id,X_recoid_,X_someid_,X_firstname_,X_lastname_,X_gender_,X_birth_date_,X_email_,X_mnumber_,X_hnumber_,X_addr1_,X_addr2_,X_cityname_,X_postcode_,X_county_,X_nis_,X_b_year_,X_b_month_,X_b_day_,Weight,is_match
30465,75494 D,9.98695E+17,Dr. Jayme Barton,Nola,male,5/19/1983,king.florian@goldner.info,4749686257,7236525845,Apt. 464,Zena Course,,,Pennsylvania,BC5467188,83,5,19,,0
36515,68501,5.36319E+17,Oran Batz,Nienow,male,5/19/1983,kelvin.langworth@gmail.com,3597086080,9066794445,Suite 943,Upton Forges,,,Tennessee,BB7940045,83,5,19,NA,
,,,,,,,,,,,,,,,,,,,,
121633,112086,2.68154E+17,Danika O'Hara,Keeling,female,3/24/1995,steuber.brett@rutherford.info,2706349475,7164589771,Suite 217,,West Mary,DB7 3BB,Tennessee,AD6143327,95,3,24,,0
136087,179737,5.13757E+17,Miss Sincere Halvorson Sr.,Lakin,female,3/24/1995,lind.judson@hotmail.com,2655672651,9684587678,Suite 176,,New Allene,AD30 08CB,New York,AB5864329,95,3,24,NA,
,,,,,,,,,,,,,,,,,,,,
74990,45978,4.76956E+17,Reymundo Hintz,Hilpert,male,9/6/1985,,4724128102,5592010577,Suite 157,,Yasminport,DC2 2CB,,BC7279270,85,9,6,,0
132161,128839 D,5.87524E+17,Jon Zieme,Kozey,male,9/6/1985,nmoen@gaylord.com,1607527134,4252726282,Apt. 982,,Abshireside,AD55 54CD,,CA7631683,85,9,6,NA,
,,,,,,,,,,,,,,,,,,,,
95303,65073 D,8.46726E+17,Herminio Mante,Cummings,male,11/28/1994,hilpert.beulah@yahoo.com,7775703212,1928898539,Apt. 694,,East Thelma,,Idaho,,94,11,28,,0
131679,64095 D,1.56179E+17,Cody Watsica,Macejkovic,male,11/28/1994,dzemlak@yahoo.com,2960953813,1101508105,Apt. 768,,Lennymouth,,Washington,DD0742914,94,11,28,NA,
,,,,,,,,,,,,,,,,,,,,
50153,185153,5.34886E+17,Mrs. Clarissa Harvey,Hoppe,female,3/9/1998,sporer.gabe@yahoo.com,9047194112,1365338196,Apt. 082,Queenie Heights,Boylechester,AC00 93AB,Washington,DD3844071,98,3,9,,0
107745,174125,3.17114E+17,Vivianne Wolff,Pagac,female,3/9/1998,roberts.ricky@wiza.com,492976954,7691746605,Apt. 082,Lelia Crossroad,,DB0 56BC,California,CD1441697,98,3,9,NA,
,,,,,,,,,,,,,,,,,,,,
16670,153241 D,5.34635E+17,Misty Schuster III,Denesik,female,5/23/1998,leffler.sibyl@pfannerstill.biz,9686860467,6425940826,,Grant Way,Nickolasburgh,AA17 8CC,,DA6079515,98,5,23,,0
37050,10312 D,5.44318E+17,Winifred Johns III,Kohler,female,5/23/1998,gottlieb.landen@towne.info,2163125843,6715921468,,Kiel Meadow,Rosenbaumport,AA3 3BB,,AD5902041,98,5,23,NA,
,,,,,,,,,,,,,,,,,,,,
19598,182618 D,1.53592E+17,Shanna Carter,Marks,female,10/29/1990,bednar.arno@gmail.com,7199865816,7060156277,,Andrew Tunnel,East Jared,,District of Columbia,BD7148655,90,10,29,,0
42237,92805,7.84172E+17,Mrs. Alivia Schulist MD,Heller,female,10/29/1990,isaias78@hotmail.com,4344671680,9934703568,,,Ellsworthtown,,Delaware,AA4025557,90,10,29,NA,
,,,,,,,,,,,,,,,,,,,,
21543,127260,1.36251E+17,Philip Toy,Lueilwitz,male,4/26/1971,purdy.stewart@kihn.com,3095046857,5555837967,,,New Stoneview,AC1 46AB,New York,DD5377782,71,4,26,,0
115529,127068,9.58783E+17,Ransom Jaskolski,Stokes,male,4/26/1971,ykoss@ziemann.com,7804206430,6861311750,,,Gislasonbury,BA6 07BD,Missouri,DA2946644,71,4,26,NA,
,,,,,,,,,,,,,,,,,,,,
20815,23800,2.34838E+17,Arianna Kiehn,Dach,female,7/25/1971,,6581508682,5668640882,Suite 655,Maymie Union,Leannonville,DB9 75DA,Colorado,DB5565278,71,7,25,,0
102842,136511,1.38629E+17,Noemi Botsford,Morar,female,7/25/1971,,7542259280,2535071768,,Bins Mission,Elianborough,CB13 2CD,Alaska,AB7956481,71,7,25,NA,
,,,,,,,,,,,,,,,,,,,,
40432,123088 D,4.82739E+17,Ms. Ayana Labadie PhD,Spencer,female,10/17/1988,,9955198042,1038038833,pt. 986,Robel Isle,Damianshire,BC92 74BA,South Carolina,CD6726719,88,10,17,,0
83853,7737 D,8.86888E+17,Meggie Schmitt,Considine,female,10/17/1988,,8001975772,9768547211,Suite 772,Eloisa Mill,Stoltenbergton,,South Carolina,,88,10,17,NA,
,,,,,,,,,,,,,,,,,,,,
12690,185814,1.24822E+17,Markus Rowe,Hammes,male,3/30/1990,,7720430591,9261735780,Suite 701,Boyer Plains,Lake Mustafa,,Missouri,AB8877326,90,3,30,,0
123833,69340,5.17535E+17,Emilio Cole V,Greenholt,male,3/30/1990,,7296008234,1692505856,Suite 765,Albin Well,South Oran,,Oregon,DB0885564,90,3,30,NA,
,,,,,,,,,,,,,,,,,,,,
91885,51985 D,8.62483E+17,Franco Quigley,Hermiston,male,1/27/1982,,7537904020,6334025420,Apt. 090,D'Amore Passage,New Mervinshire,,Idaho,,82,1,27,,0
132423,18575 D,7.28497E+17,Kiel Borer,Dibbert,male,1/27/1982,,9458614956,244650562,Apt. 889,Kris Ridge,Tiffanyburgh,,Vermont,,82,1,27,NA,
,,,,,,,,,,,,,,,,,,,,
94369,158370,6.97696E+17,Mr. Kane Treutel DVM,Heaney,male,12/29/1989,,4063786310,,Apt. 267,Maggio Road,,CB3 2AC,New York,DC6618573,89,12,29,,0
96555,181631 C,3.75161E+17,Rozella Prohaska,Ledner,male,1/31/1998,,1785465294,2181962704,Suite 078,Annetta Key,,CB67 0AD,Georgia,CC8646011,89,12,29,NA,
,,,,,,,,,,,,,,,,,,,,
49156,83964,3.96624E+17,Jamison Predovic,Cronin,male,11/4/1977,jane93@gmail.com,8155396959,6436852979,Suite 992,Boyle Branch,Schulistton,CD75 50AD,Illinois,CB4317473,77,11,4,,0
72750,159116 D,1.66979E+17,Miss Reanna Marquardt II,Cronin,female,12/28/1970,llehner@west.com,2988120418,4770039383,pt. 575,Otilia Rapids,Lake Delilahstad,BC80 9DB,Minnesota,AD2701923,70,12,28,NA,
,,,,,,,,,,,,,,,,,,,,
25134,156316 D,7.56418E+17,Ms. Eulah Frami MD,Hauck,,12/23/1974,lambert01@bernhard.com,1777109479,9722721398,,Alivia Mountains,Gulgowskifurt,CC32 5AC,Alabama,CC1279097,74,12,23,,0
37197,184311 D,3.12629E+17,Clemmie Effertz III,Hauck,female,3/23/1987,ebeatty@carroll.biz,2949285139,9653199987,pt. 659,Miller Key,Colbymouth,DA6 8CD,Louisiana,DD0209851,87,3,23,NA,
,,,,,,,,,,,,,,,,,,,,
30448,41177 C,5.86889E+17,Judah Hoppe,Padberg,female,4/17/1974,a@hd.hqr,9844137542,1280313139,Apt. 622,Emard Shore,West Irwin,CA39 6BC,South Dakota,AB7434780,89,11,12,,0
32950,133996,8.44168E+17,Lemuel Hickle,Padberg,male,11/16/1972,feil.dalton@schimmel.org,2367746332,5115177969,Apt. 473,Walter Key,Lake Orie,AC75 9BB,Arizona,AC6329391,72,11,16,NA,
,,,,,,,,,,,,,,,,,,,,
36412,9676,2.67552E+17,Wilfred Ernser,Feeney,male,3/7/1996,rosa.cronin@hotmail.com,7860329891,2426623765,Suite 877,Arvid Roads,Hermantown,DA5 6CB,Arizona,CD4594884,96,3,7,,0
80675,136249,1.64891E+17,Elta Predovic,Feeney,female,3/7/1991,madaline32@schmidt.org,1210094238,9390666061,,McLaughlin Expressway,Auerstad,,North Carolina,AB3032014,91,3,7,NA,
,,,,,,,,,,,,,,,,,,,,
37756,156838,9.79986E+17,Aryanna Ondricka,Christiansen,female,1/30/1977,nicolas.darrel@gmail.com,4627313339,8908476211,Suite 835,Block Forges,New Armandshire,CD0 1BD,Virginia,DC2058620,77,1,30,,0
117588,9493,3.88671E+17,Henri Brakus,Christiansen,male,5/28/1977,kohler.carroll@hotmail.com,5067312507,5822674480,Apt. 506,Dietrich Bridge,Nashland,BC9 58AA,New York,BD6850622,77,5,28,NA,
,,,,,,,,,,,,,,,,,,,,
43257,36939,8.94325E+17,Lavina Smitham,Kohler,female,8/5/1974,eliza97@hotmail.com,7896807246,9520241845,,Clementine Spurs,Murphyborough,DB12 54CB,Hawaii,CD3401105,74,8,5,,0
122829,16506 D,1.41143E+17,Mr. Jimmy Collins,Kohler,male,6/5/1974,alexanne36@yahoo.com,4275692891,4485553219,Suite 682,Vladimir Vista,North Osvaldomouth,,Montana,DD9782198,74,6,5,NA,
,,,,,,,,,,,,,,,,,,,,
85930,177911,7.36733E+17,Miss Chelsea Schmidt V,Wolf,female,11/25/1992,bryana.kunze@hotmail.com,3600060273,5586640204,Suite 850,Monte Drives,Alexamouth,BB03 11DD,Connecticut,AD6966765,92,11,25,,0
94766,16698 D,4.19594E+17,Javon Lesch,Wolff,,11/10/1992,quigley.charlotte@gmail.com,7674250665,8775646917,Apt. 684,Adela Meadow,New Eliezer,DA62 1BB,California,BC3403477,92,11,10,NA,
,,,,,,,,,,,,,,,,,,,,
48478,38232,8.2397E+17,Leonor Cole,Fahey,female,8/4/1982,summer.fahey@gmail.com,4492206010,4076020631,Apt. 059,Mitchell Estates,South Salvador,AA2 22DA,Mississippi,BC6268801,82,8,4,,0
53101,137205,1.43567E+17,Tony Klein,Fahey,male,8/4/1982,vinnie66@gmail.com,8344255768,1695856261,Apt. 029,Torphy Oval,Katlynnfurt,CD4 8DD,Rhode Island,BD7977638,82,8,4,NA,
,,,,,,,,,,,,,,,,,,,,
65404,101244 D,4.112E+17,Aniyah Langosh IV,Wisoky,,3/7/1973,jhermann@robel.com,1173747545,1257924682,Suite 163,Catherine Ridges,Demarioberg,DB1 28DC,,BD4418075,NA,NA,NA,,0
112736,187545,4.44114E+17,Rubye Bailey,Wisoky,female,1/28/1981,rosenbaum.matteo@yahoo.com,2070991695,593749298,Apt. 496,Vince Inlet,West Claud,DA09 2BB,Nebraska,BC0550086,81,1,28,NA,
,,,,,,,,,,,,,,,,,,,,
51991,90956,7.79714E+17,Kendall Rolfson,Sanford,male,4/18/1972,angelina.wilderman@gmail.com,7856277611,9646942868,Apt. 003,Charles Ford,Lake Kileyton,BB2 16AD,Louisiana,DD8879885,72,4,18,,0
114452,195223,8.43661E+17,Joy Quigley V,Sanford,female,12/7/1971,oral.kuhn@yahoo.com,,4005020143,Apt. 830,Rogahn Lodge,Louisaton,BB51 48AC,Louisiana,AA2121086,71,12,7,NA,
,,,,,,,,,,,,,,,,,,,,
72451,170473,5.71649E+17,Alexys Kohler,Carroll,male,5/15/1988,reyes.weimann@kiehn.com,3673410919,6611429095,Apt. 006,Cynthia Rapid,Beattyhaven,AA69 1BC,Alaska,BA3349803,88,5,15,,0
124188,3535,4.97639E+17,Dr. Ernestina Stamm,Carroll,female,12/15/1979,ehoppe@gmail.com,2059240694,3150647858,Suite 210,Koss Mills,Howeburgh,CB50 73BC,Alaska,BD0684489,79,12,15,NA,
,,,,,,,,,,,,,,,,,,,,
35794,116615 D,9.85382E+17,Nels Pagac,Harber,male,6/29/1979,knikolaus@davis.org,4059669813,7110559708,Suite 034,Effertz Plaza,New Aricport,CA8 86DA,,BB3845464,79,6,29,,0
123647,81355,6.72641E+17,Maryse Hilpert,Harber,female,6/1/1974,wyman.maria@hotmail.com,8942320434,4184854840,Apt. 068,Green Shoals,Savannahfort,DD32 1BA,,CB3105483,74,6,1,NA,
,,,,,,,,,,,,,,,,,,,,
77832,120320,4.26978E+17,Freddy Durgan IV,Kiehn,male,11/8/1970,mckenzie.meaghan@hotmail.com,5528663108,2524583091,Apt. 340,Anahi Union,Ashleymouth,CA36 1CC,,BA7544194,70,11,8,,0
131620,185744,6.68277E+17,Jayne Bartell,Kiehn,female,11/8/1976,marianne.blick@hotmail.com,8574404731,6189302247,,Ernser Park,Rodriguezview,BC43 58BD,,BB2915118,76,11,8,NA,
,,,,,,,,,,,,,,,,,,,,
48016,59939,1.49133E+17,Saige Dickens,Hartmann,male,9/5/1999,xkub@gmail.com,2030326951,4176832752,Suite 723,Trantow Burg,Lake Deltahaven,BB9 35CA,Arkansas,AB7717682,99,9,5,,0
99608,61278,2.78589E+17,Annamae Muller,Hartmann,female,3/26/1999,ueichmann@gmail.com,2770193611,5013597162,Apt. 014,Witting Views,Aufderharmouth,DB81 5CC,Arkansas,AD4033592,99,3,26,NA,
,,,,,,,,,,,,,,,,,,,,
127635,74644 D,4.29276E+17,Prof. Lourdes Schinner,Bayer,male,11/18/1979,maryjane32@gmail.com,5397362847,5548853989,Suite 012,Carolina Mission,Jevonmouth,AB95 33BA,,DB4921988,79,11,18,,0
136580,179367 D,5.96934E+17,Erna Weber,Beier,female,10/18/1979,oswald65@yahoo.com,7309524550,3933310461,Apt. 563,Jarrell Squares,East Assuntaland,DD2 37BD,,AD7585408,79,10,18,NA,
,,,,,,,,,,,,,,,,,,,,
3308,57462,9.4176E+17,Sonya Senger,Mann,female,5/25/1998,veda81@erdman.com,5218651156,4866775423,Apt. 746,Bogisich Valleys,Cormierfort,AB5 60AC,Rhode Island,BC3663422,98,5,25,,0
19807,75915,8.84892E+17,Urban Klein,Mann,male,5/3/1998,abigale99@yahoo.com,229836251,789982097,Apt. 030,Daniella Spring,Uptonfurt,AA17 05AA,Rhode Island,CD2847228,98,5,3,NA,
,,,,,,,,,,,,,,,,,,,,
